kategori_produk,review,family_template,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,jumlah_lembar,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,jumlah_dimensi_x,panjang_nama,jumlah_token,nama_produk_normalized,split_grouped,has_box_dimension,has_roll_dimension,has_yard_dimension
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,11.562702,0,3.144,0.0,0.0,117.05,50.95,0.0,0.0,0.0,0.0,0.0,125.84,47.2,0.0,0.0,0,0,0,0,1,46,10,bubble wrap gmp bening 3.2kg 125 cm x 50 meter,train,0,1,0
Perekat,2.0,lakban,lakban,non brand,bening,lainnya,lainnya,8.936734,1,0.0,44.42,0.0,0.0,0.0,75.24,0.0,0.0,0.0,0.0,0.0,0.0,45.89,72.58,0,0,0,0,1,39,9,lakban non brand bening 48 mm x 75 yard,train,0,0,1
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.45756,0,0.0,0.0,0.0,18.55,0.0,0.0,19.41,19.78,18.83,8.886049,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 20 cm x 20 cm x 20 cm cflute,train,1,0,0
Kemasan Fleksibel,2.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.337889,0,0.0,0.0,0.0,26.22,164.27,0.0,0.0,0.0,0.0,0.0,25.61,171.16,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 25 cm x 175 meter,train,0,1,0
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.552933,0,0.0,0.0,0.0,49.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train,0,0,0
Perekat,4.0,lakban,lakban,yatta,biru,lainnya,lainnya,9.12363,0,0.0,43.33,0.0,0.0,0.0,73.77,0.0,0.0,0.0,0.0,0.0,0.0,47.18,79.85,0,0,0,0,1,33,8,lakban yatta biru 48 mm x 75 yard,train,0,0,1
Perekat,3.5,lakban,lakban,sanpack,coklat,lainnya,lainnya,9.264736,0,0.0,46.82,0.0,0.0,0.0,116.37,0.0,0.0,0.0,0.0,0.0,0.0,48.28,123.44,0,0,0,0,1,38,8,lakban sanpack coklat 45 mm x 120 yard,train,0,0,1
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.169378,0,0.0,0.0,0.0,57.14,0.0,0.0,57.6,33.0,30.82,10.978211,0.0,0.0,0.0,0.0,1,0,0,0,2,39,7,kardus packing 55 cmx35 cmx30 cm bflute,train,1,0,0
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.666297,0,0.0,0.0,0.0,53.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train,0,0,0
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.938136,0,0.0,0.0,0.0,46.68,259.92,0.0,0.0,0.0,0.0,0.0,52.09,258.94,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 50 cm x 270 meter,train,0,1,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.47613,0,2.208,0.0,0.0,63.94,94.33,0.0,0.0,0.0,0.0,0.0,63.8,94.93,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global hitam 2.4kg 60 cm x 100 meter,train,0,1,0
Perlengkapan Rumah,4.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.739934,0,0.0,0.0,0.0,62.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,7,kantong plastik laundry pp 60cm x 90cm,train,0,0,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.108946,0,0.0,0.0,0.0,28.62,0.0,0.0,31.71,20.82,9.75,8.769969,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 30 cm x 20 cm x 10 cm bflute,train,1,0,0
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.966465,0,0.0,3.69,0.0,133.67,256.06,0.0,0.0,0.0,0.0,0.0,115.43,265.19,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train,0,1,0
Material Busa,4.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.90412,0,0.0,4.0,0.0,130.37,244.42,0.0,0.0,0.0,0.0,0.0,130.83,235.07,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train,0,1,0
Pengikat,3.5,tali_rafia,lainnya,lainnya,biru,lainnya,lainnya,9.883039,0,0.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19,4,tali rafia biru 1kg,train,0,0,0
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.768458,0,0.0,0.0,0.0,33.29,0.0,0.0,33.8,29.7,8.78,9.084198,0.0,0.0,0.0,0.0,1,0,0,0,2,42,11,kardus packing 34 cm x 30 cm x 9 cm bflute,train,1,0,0
Perekat,3.5,double_tape,pe foam,deli,lainnya,foam,lainnya,10.306492,0,0.0,11.28,0.0,0.0,14.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,38,9,double tape foam deli 12 mm x 15 meter,train,0,0,0
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.928446,0,0.0,0.0,0.0,58.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train,0,0,0
Pengikat,4.5,tali_rafia,lainnya,lainnya,merah,lainnya,lainnya,9.746674,0,1.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia merah 1kg,train,0,0,0
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.419986,0,0.0,0.0,0.0,47.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 45 cm x 60 cm,train,0,0,0
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.369387,0,0.0,79.57,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,46,10,sticker thermal lipat 80 mm x 80 mm 500 lembar,train,0,0,0
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.333659,0,0.0,85.07,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,43,10,thermal unboxing 80 mm x 80 mm x 500 lembar,train,0,0,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.030079,0,0.0,4.29,0.0,133.26,236.29,0.0,0.0,0.0,0.0,0.0,133.19,249.93,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train,0,1,0
Perekat,3.5,lakban,lakban,sanpack,biru,lainnya,lainnya,8.888288,0,0.0,49.43,0.0,0.0,0.0,74.66,0.0,0.0,0.0,0.0,0.0,0.0,45.58,73.74,0,0,0,0,1,35,8,lakban sanpack biru 45 mm x 75 yard,train,0,0,1
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.691823,0,0.0,0.0,0.0,49.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 50 cm x 75 cm,train,0,0,0
Label,4.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.357325,0,0.0,79.8,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,sticker thermal 80 mm x 80 mm 500 lembar,train,0,0,0
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.48578,0,0.0,0.0,0.0,26.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 25 cm x 35 cm,train,0,0,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.64666,0,2.835,0.0,0.0,30.42,107.87,0.0,0.0,0.0,0.0,0.0,30.19,104.17,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global hitam 3.0kg 30 cm x 100 meter,train,0,1,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.10847,0,0.0,0.0,0.0,69.09,0.0,0.0,68.87,37.16,27.98,11.178958,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 65 cm x 35 cm x 30 cm bflute,train,1,0,0
Kemasan Fleksibel,2.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.878434,0,0.0,0.0,0.0,9.68,181.25,0.0,0.0,0.0,0.0,0.0,9.98,168.67,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 10 cm x 175 meter,train,0,1,0
Pengikat,3.5,tali_rafia,lainnya,lainnya,kuning,lainnya,lainnya,13.436511,0,46.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia kuning 50kg,train,0,0,0
Perekat,2.5,lakban,lakban,yatta,merah,lainnya,lainnya,9.274502,0,0.0,41.25,0.0,0.0,0.0,95.68,0.0,0.0,0.0,0.0,0.0,0.0,47.54,94.69,0,0,0,0,1,52,10,lakban fresh vegetables merah yatta 45 mm x 100 yard,train,0,0,1
Perlengkapan Rumah,1.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,9.051155,0,0.0,0.0,0.0,15.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 15 cm x 35 cm,train,0,0,0
Pelindung Kemasan,5.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.020158,0,3.103,0.0,0.0,28.78,23.87,0.0,0.0,0.0,0.0,0.0,30.6,26.82,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 3.0kg 30 cm x 25 meter,train,0,1,0
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,9.859932,0,0.0,93.48,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 100 mm x 300 lembar,train,0,0,0
Perekat,4.0,lakban,lakban,deli,coklat,lainnya,lainnya,9.013057,0,0.0,44.19,0.0,0.0,0.0,71.63,0.0,0.0,0.0,0.0,0.0,0.0,48.33,69.53,0,0,0,0,1,34,8,lakban deli coklat 45 mm x 75 yard,train,0,0,1
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.811301,0,0.0,0.0,0.0,37.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,7,kantong plastik laundry pp 35cm x 55cm,train,0,0,0
Pelindung Kemasan,5.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.019555,0,2.905,0.0,0.0,28.74,25.75,0.0,0.0,0.0,0.0,0.0,29.91,23.32,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 3.0kg 30 cm x 25 meter,train,0,1,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.286209,0,0.0,0.0,0.0,51.77,0.0,0.0,57.21,35.73,28.08,10.957794,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 55 cm x 35 cm x 30 cm cflute,train,1,0,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.028354,0,2.209,0.0,0.0,29.12,24.65,0.0,0.0,0.0,0.0,0.0,28.17,23.97,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack bening 2.2kg 30 cm x 25 meter,train,0,1,0
Perekat,3.5,double_tape,pe foam,deli,lainnya,foam,lainnya,9.821266,0,0.0,24.16,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,37,9,double tape foam deli 24 mm x 5 meter,train,0,0,0
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,cflute,lainnya,7.879263,0,0.0,0.0,0.0,44.22,0.0,0.0,44.98,24.07,14.51,9.662086,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 45 cm x 25 cm x 15 cm cflute,train,1,0,0
Kardus Kemasan,2.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.587604,0,0.0,0.0,0.0,42.36,0.0,0.0,39.33,28.79,19.36,9.99527,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 40 cm x 30 cm x 20 cm cflute,train,1,0,0
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.471237,0,0.0,0.0,0.0,10.38,231.31,0.0,0.0,0.0,0.0,0.0,9.6,244.14,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 10 cm x 250 meter,train,0,1,0
Perlengkapan Rumah,2.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,8.542993,0,0.0,0.0,0.0,14.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 15 cm x 35 cm,train,0,0,0
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.43395,0,0.0,94.71,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 100 mm x 300 lembar,train,0,0,0
Alat Pengemasan,4.5,tools,staples,joyko,lainnya,lainnya,lainnya,9.529742,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23,4,isi staples kecil joyko,train,0,0,0
Perekat,3.0,lakban,lakban,hiro,coklat,lainnya,lainnya,9.474259,0,0.0,43.92,0.0,0.0,0.0,125.3,0.0,0.0,0.0,0.0,0.0,0.0,42.64,122.86,0,0,0,0,1,35,8,lakban hiro coklat 45 mm x 120 yard,train,0,0,1
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.282784,0,2.389,0.0,0.0,29.51,103.05,0.0,0.0,0.0,0.0,0.0,32.13,98.42,0.0,0.0,0,0,0,0,1,49,10,bubble wrap sanpack hitam 2.4kg 30 cm x 100 meter,train,0,1,0
Perekat,4.0,lakban,lakban,sanpack,coklat,lainnya,lainnya,9.249254,0,0.0,44.11,0.0,0.0,0.0,99.52,0.0,0.0,0.0,0.0,0.0,0.0,43.92,100.6,0,0,0,0,1,38,8,lakban sanpack coklat 45 mm x 100 yard,train,0,0,1
Pengikat,3.0,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,9.784479,0,1.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia hijau 1kg,train,0,0,0
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.167856,0,0.0,0.0,0.0,36.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train,0,0,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.32174,0,2.689,0.0,0.0,63.46,26.37,0.0,0.0,0.0,0.0,0.0,61.04,25.21,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 2.7kg 60 cm x 25 meter,train,0,1,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.123211,0,0.0,5.37,0.0,134.75,233.31,0.0,0.0,0.0,0.0,0.0,120.33,250.73,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train,0,1,0
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,11.305028,0,2.446,0.0,0.0,130.19,25.06,0.0,0.0,0.0,0.0,0.0,115.41,26.92,0.0,0.0,0,0,0,0,1,44,8,bubble wrap gmp bening 2.4kg 125 cmx25 meter,train,0,1,0
Alat Pengemasan,4.5,tools,staples,joyko,lainnya,lainnya,lainnya,9.657506,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23,4,isi staples kecil joyko,train,0,0,0
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.773549,0,0.0,0.0,0.0,57.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,7,kantong plastik laundry pp 60 cmx90 cm,train,0,0,0
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,11.381834,0,2.316,0.0,0.0,123.52,26.91,0.0,0.0,0.0,0.0,0.0,119.05,23.5,0.0,0.0,0,0,0,0,1,45,10,bubble wrap gmp hitam 2.4kg 125 cm x 25 meter,train,0,1,0
Alat Pengemasan,3.5,tools,staples,deli,lainnya,lainnya,lainnya,9.700762,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,isi staples kecil deli,train,0,0,0
Label,4.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.381901,0,0.0,73.72,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,46,10,sticker thermal lipat 80 mm x 80 mm 500 lembar,train,0,0,0
Kardus Kemasan,4.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,7.852314,0,0.0,0.0,0.0,50.96,0.0,0.0,49.63,35.1,26.58,10.742977,0.0,0.0,0.0,0.0,0,1,0,0,2,39,7,kardus packing 50 cmx35 cmx25 cm cflute,train,1,0,0
Alat Pengemasan,4.5,tools,cutter,joyko,lainnya,lainnya,lainnya,8.892174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23,4,cutter besar joyko l500,train,0,0,0
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.331198,0,0.0,0.0,0.0,44.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 45 cm x 60 cm,train,0,0,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.558792,0,0.0,0.0,0.0,53.3,168.46,0.0,0.0,0.0,0.0,0.0,51.34,169.76,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 50 cm x 175 meter,train,0,1,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.715544,0,0.0,0.0,0.0,32.5,0.0,0.0,31.45,31.55,8.55,9.046022,0.0,0.0,0.0,0.0,1,0,0,0,2,42,11,kardus packing 34 cm x 30 cm x 9 cm bflute,train,1,0,0
Perlengkapan Pengemasan,2.5,karung,karung,lainnya,lainnya,lainnya,lainnya,10.715175,0,0.0,0.0,0.0,94.38,30.04,0.0,0.0,0.0,0.0,0.0,101.7,31.59,0.0,0.0,0,0,0,0,1,39,8,karung bagor lembaran 100 cm x 30 meter,train,0,1,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,sanpack,bening,lainnya,lainnya,11.193413,0,2.18,0.0,0.0,59.41,46.13,0.0,0.0,0.0,0.0,0.0,55.74,49.39,0.0,0.0,0,0,0,0,1,49,10,bubble wrap sanpack bening 2.4kg 60 cm x 50 meter,train,0,1,0
Perekat,2.5,double_tape,pe foam,non brand,lainnya,foam,lainnya,10.280555,1,0.0,11.33,0.0,0.0,14.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,43,10,double tape foam non brand 12 mm x 15 meter,train,0,0,0
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.104891,0,0.0,97.52,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,42,9,sticker thermal 100 mm x 100 mm 300 lembar,train,0,0,0
Kemasan Pengiriman,2.0,polymailer,plastik,lainnya,hitam,lainnya,lainnya,9.479387,0,0.0,0.0,0.0,26.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer hitam 25 cm x 35 cm,train,0,0,0
Pengikat,3.0,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,10.120662,0,1.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia hijau 1kg,train,0,0,0
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.488902,0,0.0,0.0,0.0,37.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 35 cm x 50 cm,train,0,0,0
Peralatan Industri,3.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.463654,0,0.0,0.0,0.0,52.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 50 cm x 75 cm,train,0,0,0
Pelindung Kemasan,5.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,10.951602,0,3.146,0.0,0.0,29.22,25.77,0.0,0.0,0.0,0.0,0.0,29.33,26.69,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 3.0kg 30 cm x 25 meter,train,0,1,0
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.707578,0,0.0,0.0,0.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train,0,0,0
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,10.046325,0,0.0,0.0,0.0,61.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train,0,0,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.517704,0,0.0,0.0,0.0,31.65,187.02,0.0,0.0,0.0,0.0,0.0,28.12,174.01,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 30 cm x 175 meter,train,0,1,0
Kemasan Fleksibel,2.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.278206,0,0.0,0.0,0.0,26.26,186.94,0.0,0.0,0.0,0.0,0.0,26.43,181.61,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 25 cm x 175 meter,train,0,1,0
Label,4.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.265738,0,0.0,86.27,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,sticker thermal 80 mm x 80 mm 500 lembar,train,0,0,0
Kemasan Pengiriman,4.0,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.480384,0,0.0,0.0,0.0,36.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 40 cm x 55 cm,train,0,0,0
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,smilepack,bening,lainnya,lainnya,11.099706,0,2.945,0.0,0.0,31.8,25.28,0.0,0.0,0.0,0.0,0.0,28.91,23.82,0.0,0.0,0,0,0,0,1,51,10,bubble wrap smilepack bening 3.0kg 30 cm x 25 meter,train,0,1,0
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,global,bening,lainnya,lainnya,11.166284,0,2.422,0.0,0.0,55.49,52.18,0.0,0.0,0.0,0.0,0.0,62.32,47.6,0.0,0.0,0,0,0,0,1,47,9,bubble wrap global bening 2.4kg 60cm x 50 meter,train,0,1,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.184367,0,2.98,0.0,0.0,30.17,51.86,0.0,0.0,0.0,0.0,0.0,30.29,48.04,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 3.2kg 30 cm x 50 meter,train,0,1,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.563016,0,0.0,0.0,0.0,28.39,319.45,0.0,0.0,0.0,0.0,0.0,31.28,285.86,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 300 meter,train,0,1,0
Perlengkapan Rumah,3.5,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,7.917171,0,0.0,0.0,0.0,19.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 20 cm x 40 cm,train,0,0,0
Pengikat,3.0,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,13.564969,0,46.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia hijau 50kg,train,0,0,0
Perekat,3.5,double_tape,pe foam,deli,lainnya,foam,lainnya,9.648309,0,0.0,11.54,0.0,0.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,35,7,double tape foam deli 12 mmx5 meter,train,0,0,0
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.343738,0,3.146,0.0,0.0,61.97,103.42,0.0,0.0,0.0,0.0,0.0,59.51,106.93,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global hitam 3.2kg 60 cm x 100 meter,train,0,1,0
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.251429,0,0.0,0.0,0.0,30.9,0.0,0.0,29.31,19.4,9.99,8.644962,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 30 cm x 20 cm x 10 cm bflute,train,1,0,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.652774,0,3.21,0.0,0.0,63.75,106.43,0.0,0.0,0.0,0.0,0.0,60.6,98.75,0.0,0.0,0,0,0,0,1,49,10,bubble wrap sanpack hitam 3.0kg 60 cm x 100 meter,train,0,1,0
