nama_produk_normalized,review_mean,review_std,review_count,review_min,review_max,log_harga_mean,log_harga_median,berat_kg_mean,berat_kg_median,tebal_mm_mean,tebal_mm_median,jumlah_lembar_mean,jumlah_lembar_median,ukuran_cm_mean,ukuran_cm_median,panjang_meter_mean,panjang_meter_median,yard_mean,yard_median,box_panjang_cm_mean,box_panjang_cm_median,box_lebar_cm_mean,box_lebar_cm_median,box_tinggi_cm_mean,box_tinggi_cm_median,log_volume_box_cm3_mean,log_volume_box_cm3_median,lebar_cm_roll_mean,lebar_cm_roll_median,panjang_meter_roll_mean,panjang_meter_roll_median,lebar_pair_yard_mean,lebar_pair_yard_median,panjang_yard_pair_mean,panjang_yard_pair_median,jumlah_dimensi_x_mean,jumlah_dimensi_x_median,panjang_nama_mean,panjang_nama_median,jumlah_token_mean,jumlah_token_median,kategori_produk,jenis_produk,merek,warna,material,bentuk_kemasan,family_template,few_reviews_flag
lakban unboxing coklat deli 48 mm x 90 yard,3.5,0.0,2,3.5,3.5,9.324899228369718,9.324899228369718,0.0,0.0,46.47,46.47,0.0,0.0,0.0,0.0,0.0,0.0,91.095,91.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.765,48.765,92.94,92.94,1.0,1.0,43.0,43.0,9.0,9.0,Perekat,lakban,deli,coklat,lainnya,lainnya,lakban,1
lakban unboxing coklat hiro 45 mm x 50 yard,4.0,0.0,1,4.0,4.0,8.909370405197466,8.909370405197466,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,50.0,50.0,1.0,1.0,43.0,43.0,9.0,9.0,Perekat,lakban,hiro,coklat,lainnya,lainnya,lakban,1
lakban unboxing coklat hiro 45 mm x 90 yard,3.5,0.0,2,3.5,3.5,9.181309600121235,9.181309600121235,0.0,0.0,44.595,44.595,0.0,0.0,0.0,0.0,0.0,0.0,87.125,87.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.635000000000005,44.635000000000005,88.86,88.86,1.0,1.0,43.0,43.0,9.0,9.0,Perekat,lakban,hiro,coklat,lainnya,lainnya,lakban,1
lakban unboxing coklat hiro 45 mmx50 yard,4.0,0.0,1,4.0,4.0,8.915062,8.915062,0.0,0.0,45.41,45.41,0.0,0.0,0.0,0.0,0.0,0.0,52.39,52.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.25,48.25,46.86,46.86,1.0,1.0,41.0,41.0,7.0,7.0,Perekat,lakban,hiro,coklat,lainnya,lainnya,lakban,1
lakban unboxing coklat joyko 48 mm x 50 yard,4.0,0.0,3,4.0,4.0,8.65814053182202,8.665785595466064,0.0,0.0,47.096666666666664,48.0,0.0,0.0,0.0,0.0,0.0,0.0,50.85,50.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.27333333333333,46.39,50.303333333333335,50.0,1.0,1.0,44.0,44.0,9.0,9.0,Perekat,lakban,joyko,coklat,lainnya,lainnya,lakban,1
lakban unboxing coklat sanpack 45 mm x 90 yard,3.5,0.0,1,3.5,3.5,9.259225769705994,9.259225769705994,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,90.0,90.0,1.0,1.0,46.0,46.0,9.0,9.0,Perekat,lakban,sanpack,coklat,lainnya,lainnya,lakban,1
lakban unboxing coklat smilepack 48 mm x 90 yard,4.0,0.0,2,4.0,4.0,9.298450384852998,9.298450384852998,0.0,0.0,47.605000000000004,47.605000000000004,0.0,0.0,0.0,0.0,0.0,0.0,89.325,89.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.64,47.64,91.15,91.15,1.0,1.0,48.0,48.0,9.0,9.0,Perekat,lakban,smilepack,coklat,lainnya,lainnya,lakban,1
lakban unboxing merah hiro 45 mm x 70 yard,3.0,0.0,1,3.0,3.0,9.210440366976515,9.210440366976515,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,70.0,70.0,1.0,1.0,42.0,42.0,9.0,9.0,Perekat,lakban,hiro,merah,lainnya,lainnya,lakban,1
lakban unboxing merah joyko 48 mm x 90 yard,4.5,0.0,3,4.5,4.5,9.348732755697526,9.35018926709258,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,92.31666666666666,92.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.583333333333336,46.71,90.87,90.0,1.0,1.0,43.0,43.0,9.0,9.0,Perekat,lakban,joyko,merah,lainnya,lainnya,lakban,1
lakban unboxing merah non brand 45 mm x 120 yard,2.5,0.0,1,2.5,2.5,9.39274525863144,9.39274525863144,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,120.0,120.0,1.0,1.0,48.0,48.0,10.0,10.0,Perekat,lakban,non brand,merah,lainnya,lainnya,lakban,1
lakban unboxing merah smilepack 45 mm x 100 yard,3.0,0.0,1,3.0,3.0,9.35018926709258,9.35018926709258,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,100.0,100.0,1.0,1.0,48.0,48.0,9.0,9.0,Perekat,lakban,smilepack,merah,lainnya,lainnya,lakban,1
lakban unboxing merah yatta 48 mm x 120 yard,4.0,0.0,1,4.0,4.0,9.305741456739437,9.305741456739437,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,120.0,120.0,1.0,1.0,44.0,44.0,9.0,9.0,Perekat,lakban,yatta,merah,lainnya,lainnya,lakban,1
lakban unboxing putih non brand 48 mm x 100 yard,3.5,0.0,5,3.5,3.5,8.983189962570025,8.987321812850125,0.0,0.0,48.036,48.0,0.0,0.0,0.0,0.0,0.0,0.0,97.90799999999999,95.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.315999999999995,48.35,100.142,100.0,1.0,1.0,48.0,48.0,10.0,10.0,Perekat,lakban,non brand,putih,lainnya,lainnya,lakban,0
lakban unboxing putih sanpack 45 mm x 80 yard,4.0,0.0,1,4.0,4.0,9.39274525863144,9.39274525863144,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,80.0,80.0,1.0,1.0,45.0,45.0,9.0,9.0,Perekat,lakban,sanpack,putih,lainnya,lainnya,lakban,1
lakban yatta bening 45 mm x 120 yard,3.5,0.0,1,3.5,3.5,9.35018926709258,9.35018926709258,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,120.0,120.0,1.0,1.0,36.0,36.0,8.0,8.0,Perekat,lakban,yatta,bening,lainnya,lainnya,lakban,1
lakban yatta bening 45 mm x 65 yard,3.5,0.0,2,3.5,3.5,9.082773315186905,9.082773315186905,0.0,0.0,44.754999999999995,44.754999999999995,0.0,0.0,0.0,0.0,0.0,0.0,66.535,66.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.019999999999996,45.019999999999996,64.025,64.025,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,bening,lainnya,lainnya,lakban,1
lakban yatta bening 45 mm x 70 yard,3.25,1.0606601717798212,2,2.5,4.0,9.153525852371821,9.153525852371821,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,70.0,70.0,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,bening,lainnya,lainnya,lakban,1
lakban yatta bening 45 mm x 75 yard,4.0,0.0,5,4.0,4.0,8.848910886337753,8.865809,0.0,0.0,46.374,46.51,0.0,0.0,0.0,0.0,0.0,0.0,72.384,71.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.634,45.0,75.304,74.52,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,bening,lainnya,lainnya,lakban,0
lakban yatta bening 45 mm x 80 yard,3.0,1.4142135623730951,2,2.0,4.0,9.224732734987587,9.224732734987587,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,80.0,80.0,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,bening,lainnya,lainnya,lakban,1
lakban yatta bening 45 mm x 90 yard,3.5,0.0,2,3.5,3.5,9.289094728369719,9.289094728369719,0.0,0.0,46.019999999999996,46.019999999999996,0.0,0.0,0.0,0.0,0.0,0.0,86.595,86.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.370000000000005,45.370000000000005,92.66499999999999,92.66499999999999,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,bening,lainnya,lainnya,lakban,1
lakban yatta bening 48 mm x 50 yard,3.5,0.0,4,3.5,3.5,8.659530648866516,8.641644797733033,0.0,0.0,50.275,50.650000000000006,0.0,0.0,0.0,0.0,0.0,0.0,51.4525,51.885000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43,47.715,48.6325,48.425,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,bening,lainnya,lainnya,lakban,0
lakban yatta bening 48 mm x 75 yard,2.5,0.0,1,2.5,2.5,8.999742789830492,8.999742789830492,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,75.0,75.0,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,bening,lainnya,lainnya,lakban,1
lakban yatta bening 48 mm x 90 yard,3.5,0.0,3,3.5,3.5,9.105421400080823,9.109636,0.0,0.0,45.776666666666664,45.3,0.0,0.0,0.0,0.0,0.0,0.0,86.67,85.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.55666666666667,47.36,89.35666666666667,90.0,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,bening,lainnya,lainnya,lakban,1
lakban yatta bening 48 mmx50 yard,3.5,0.0,1,3.5,3.5,8.591708,8.591708,0.0,0.0,45.25,45.25,0.0,0.0,0.0,0.0,0.0,0.0,51.5,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.17,51.17,53.1,53.1,1.0,1.0,33.0,33.0,6.0,6.0,Perekat,lakban,yatta,bening,lainnya,lainnya,lakban,1
lakban yatta biru 45 mm x 100 yard,3.5,0.0,1,3.5,3.5,9.259225769705994,9.259225769705994,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,100.0,100.0,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,yatta,biru,lainnya,lainnya,lakban,1
lakban yatta biru 45 mm x 50 yard,3.5,0.0,1,3.5,3.5,8.936035096566041,8.936035096566041,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,50.0,50.0,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,yatta,biru,lainnya,lainnya,lakban,1
lakban yatta biru 45 mm x 65 yard,3.5,0.0,1,3.5,3.5,8.716207971151853,8.716207971151853,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,65.0,65.0,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,yatta,biru,lainnya,lainnya,lakban,1
lakban yatta biru 45 mm x 85 yard,3.0,0.0,1,3.0,3.0,9.036106025364846,9.036106025364846,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,85.0,85.0,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,yatta,biru,lainnya,lainnya,lakban,1
lakban yatta biru 45 mmx50 yard,3.5,0.0,1,3.5,3.5,8.860518,8.860518,0.0,0.0,46.31,46.31,0.0,0.0,0.0,0.0,0.0,0.0,48.93,48.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,48.4,46.98,46.98,1.0,1.0,31.0,31.0,6.0,6.0,Perekat,lakban,yatta,biru,lainnya,lainnya,lakban,1
lakban yatta biru 48 mm x 120 yard,3.5,0.0,2,3.5,3.5,9.34913813354629,9.34913813354629,0.0,0.0,48.42,48.42,0.0,0.0,0.0,0.0,0.0,0.0,115.72999999999999,115.72999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1,49.1,122.58500000000001,122.58500000000001,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,yatta,biru,lainnya,lainnya,lakban,1
lakban yatta biru 48 mm x 75 yard,4.0,0.0,4,4.0,4.0,9.11595061319559,9.120556,0.0,0.0,45.8625,46.06,0.0,0.0,0.0,0.0,0.0,0.0,74.565,74.38499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.765,47.59,75.82,76.455,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,yatta,biru,lainnya,lainnya,lakban,0
lakban yatta biru 48 mmx120 yard,3.5,0.0,1,3.5,3.5,9.322481,9.322481,0.0,0.0,47.35,47.35,0.0,0.0,0.0,0.0,0.0,0.0,120.13,120.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.06,50.06,126.43,126.43,1.0,1.0,32.0,32.0,6.0,6.0,Perekat,lakban,yatta,biru,lainnya,lainnya,lakban,1
lakban yatta coklat 45 mm x 120 yard,2.5,0.0,1,2.5,2.5,9.433563920090563,9.433563920090563,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,120.0,120.0,1.0,1.0,36.0,36.0,8.0,8.0,Perekat,lakban,yatta,coklat,lainnya,lainnya,lakban,1
lakban yatta coklat 45 mm x 50 yard,3.5,0.0,1,3.5,3.5,8.699681400989514,8.699681400989514,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,50.0,50.0,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,coklat,lainnya,lainnya,lakban,1
lakban yatta coklat 48 mm x 90 yard,3.5,0.0,1,3.5,3.5,8.987321812850125,8.987321812850125,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,90.0,90.0,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,coklat,lainnya,lainnya,lakban,1
lakban yatta merah 45 mm x 120 yard,3.3333333333333335,0.5773502691896258,3,3.0,4.0,9.43636782555091,9.433563920090563,0.0,0.0,43.51,45.0,0.0,0.0,0.0,0.0,0.0,0.0,120.71333333333332,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.07333333333333,45.0,119.54333333333334,120.0,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,merah,lainnya,lainnya,lakban,1
lakban yatta merah 45 mm x 85 yard,4.0,0.0,2,4.0,4.0,9.16729122639118,9.16729122639118,0.0,0.0,46.095,46.095,0.0,0.0,0.0,0.0,0.0,0.0,82.97999999999999,82.97999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,86.37,86.37,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,yatta,merah,lainnya,lainnya,lakban,1
lakban yatta merah 45 mm x 90 yard,3.5,0.0,2,3.5,3.5,9.193127167603375,9.193127167603375,0.0,0.0,42.83,42.83,0.0,0.0,0.0,0.0,0.0,0.0,87.45,87.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.94,45.94,89.22999999999999,89.22999999999999,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,yatta,merah,lainnya,lainnya,lakban,1
lakban yatta merah 48 mm x 100 yard,3.0,0.0,1,3.0,3.0,9.082620630373812,9.082620630373812,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,100.0,100.0,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,merah,lainnya,lainnya,lakban,1
lakban yatta merah 48 mm x 120 yard,3.5,0.0,3,3.5,3.5,9.314524818913144,9.308468,0.0,0.0,48.25666666666666,48.0,0.0,0.0,0.0,0.0,0.0,0.0,118.73,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.053333333333335,48.0,120.04,120.0,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,yatta,merah,lainnya,lainnya,lakban,1
lakban yatta merah 48 mm x 50 yard,4.333333333333333,0.25819888974716126,6,4.0,4.5,8.82384814639188,8.824824939175638,0.0,0.0,47.306666666666665,48.0,0.0,0.0,0.0,0.0,0.0,0.0,50.10666666666666,49.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.635,48.285,50.51166666666666,50.0,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,yatta,merah,lainnya,lainnya,lakban,0
lakban yatta merah 48 mm x 65 yard,3.5,0.0,1,3.5,3.5,8.839421607620602,8.839421607620602,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,65.0,65.0,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,yatta,merah,lainnya,lainnya,lakban,1
lakban yatta merah 48 mm x 70 yard,4.0,0.0,2,4.0,4.0,8.976623234769626,8.976623234769626,0.0,0.0,48.34,48.34,0.0,0.0,0.0,0.0,0.0,0.0,68.625,68.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.295,46.295,69.75999999999999,69.75999999999999,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,yatta,merah,lainnya,lainnya,lakban,1
lakban yatta merah 48 mm x 75 yard,3.5,0.0,1,3.5,3.5,8.853808274977197,8.853808274977197,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,75.0,75.0,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,yatta,merah,lainnya,lainnya,lakban,1
lakban yatta merah 48 mm x 80 yard,4.0,0.0,2,4.0,4.0,8.957886234769624,8.957886234769624,0.0,0.0,49.019999999999996,49.019999999999996,0.0,0.0,0.0,0.0,0.0,0.0,78.65,78.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.64,48.64,79.455,79.455,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,yatta,merah,lainnya,lainnya,lakban,1
lakban yatta putih 45 mm x 50 yard,3.5,0.0,1,3.5,3.5,8.716207971151853,8.716207971151853,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,50.0,50.0,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,yatta,putih,lainnya,lainnya,lakban,1
lakban yatta putih 45 mm x 75 yard,4.0,0.0,2,4.0,4.0,9.069016315186907,9.069016315186907,0.0,0.0,42.864999999999995,42.864999999999995,0.0,0.0,0.0,0.0,0.0,0.0,72.66499999999999,72.66499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.315,43.315,75.08,75.08,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,yatta,putih,lainnya,lainnya,lakban,1
pe foam 125 cm x 250 meter x 1 mm,3.793103448275862,0.41921483374280305,58,3.0,4.5,12.255020752693861,12.256025000000001,0.0,0.0,1.0065517241379311,1.0,0.0,0.0,125.59413793103448,125.0,248.91103448275862,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.55379310344827,125.0,248.82689655172413,250.0,0.0,0.0,0.0,0.0,2.0,2.0,33.0,33.0,10.0,10.0,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,pe_foam,0
pe foam 125 cm x 250 meter x 2 mm,3.7794117647058822,0.3601653117664504,68,3.0,4.5,12.545194669344617,12.546751253514206,0.0,0.0,2.0086764705882354,2.0,0.0,0.0,124.42044117647059,125.0,249.82573529411766,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.91382352941176,125.0,250.77073529411766,250.0,0.0,0.0,0.0,0.0,2.0,2.0,33.0,33.0,10.0,10.0,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,pe_foam,0
pe foam 125 cm x 250 meter x 3 mm,4.0,0.5232681184722837,43,3.0,4.5,12.750746069326013,12.744266,0.0,0.0,3.0030232558139534,3.0,0.0,0.0,125.61813953488372,125.0,250.29837209302326,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.78139534883722,125.0,251.21837209302325,250.0,0.0,0.0,0.0,0.0,2.0,2.0,33.0,33.0,10.0,10.0,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,pe_foam,0
pe foam 125 cm x 250 meter x 4 mm,3.7966101694915255,0.4266817039041193,59,3.0,4.5,12.953392891352127,12.949202136513597,0.0,0.0,3.9981355932203386,4.0,0.0,0.0,125.30186440677967,125.0,249.7664406779661,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.26237288135593,125.0,250.69627118644067,250.0,0.0,0.0,0.0,0.0,2.0,2.0,33.0,33.0,10.0,10.0,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,pe_foam,0
pe foam 125 cm x 250 meter x 5 mm,3.86046511627907,0.39829370288036536,43,3.0,4.5,13.094044893893646,13.087609,0.0,0.0,5.029302325581395,5.0,0.0,0.0,125.87674418604651,125.0,251.8120930232558,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.37558139534883,125.0,250.0718604651163,250.0,0.0,0.0,0.0,0.0,2.0,2.0,33.0,33.0,10.0,10.0,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,pe_foam,0
pe foam 125 cmx250 meterx1 mm,4.0,0.408248290463863,4,3.5,4.5,12.22355825,12.204932,0.0,0.0,0.9625,0.95,0.0,0.0,124.36,124.815,241.8175,243.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.445,133.055,246.09,242.035,0.0,0.0,0.0,0.0,2.0,2.0,29.0,29.0,6.0,6.0,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,pe_foam,0
pe foam 125 cmx250 meterx2 mm,4.0,0.7071067811865476,4,3.0,4.5,12.56425775,12.569825,0.0,0.0,1.9774999999999998,2.0,0.0,0.0,125.41499999999999,126.46000000000001,250.0925,251.54500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0575,118.58,257.58000000000004,259.25,0.0,0.0,0.0,0.0,2.0,2.0,29.0,29.0,6.0,6.0,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,pe_foam,0
pe foam 125 cmx250 meterx3 mm,3.5,0.0,1,3.5,3.5,12.783051,12.783051,0.0,0.0,3.28,3.28,0.0,0.0,120.28,120.28,264.3,264.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.61,125.61,269.82,269.82,0.0,0.0,0.0,0.0,2.0,2.0,29.0,29.0,6.0,6.0,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,pe_foam,1
pe foam 125 cmx250 meterx4 mm,4.083333333333333,0.4915960401250876,6,3.5,4.5,13.000801000000001,13.00367,0.0,0.0,4.046666666666667,4.095000000000001,0.0,0.0,127.00166666666667,127.44,253.68666666666664,256.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.55333333333334,121.64,244.42999999999998,242.54000000000002,0.0,0.0,0.0,0.0,2.0,2.0,29.0,29.0,6.0,6.0,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,pe_foam,0
pe foam 125 cmx250 meterx5 mm,3.8333333333333335,0.5773502691896258,3,3.5,4.5,13.084575000000001,13.072681,0.0,0.0,4.890000000000001,4.83,0.0,0.0,122.29,123.64,249.08,251.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.22000000000001,121.98,251.44999999999996,248.9,0.0,0.0,0.0,0.0,2.0,2.0,29.0,29.0,6.0,6.0,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,pe_foam,1
pe foam 125cm x 250 meter x 1 mm,3.3333333333333335,0.5773502691896258,3,3.0,4.0,12.233117333333333,12.217448,0.0,0.0,0.9966666666666667,0.98,0.0,0.0,121.95666666666666,122.72,253.28666666666663,259.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.77333333333333,127.48,251.9666666666667,254.36,0.0,0.0,0.0,0.0,2.0,2.0,32.0,32.0,9.0,9.0,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,pe_foam,1
